odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
0.5899794101715088, 0.0034128001425415277, 0.0, -2.3555297445909673e-07, 0.5785607128713198, 0.17358172158252358, 0.1436887486855117, 1762987247144183593, 
0.5899794101715088, 0.0034128001425415277, 0.0, -2.3300115969959734e-07, 0.5799566098917819, 0.17689561663224754, 0.14074654503504797, 1762987247336290499, 
0.5899794101715088, 0.0034128001425415277, 0.0, -2.315941571850999e-07, 0.578745810519772, 0.16890768641035658, 0.14131990478611547, 1762987247544325031, 
0.5899794101715088, 0.0034128001425415277, 0.0, -2.3377282332148752e-07, 0.5749183749567804, 0.17321773071296737, 0.14607056067596721, 1762987247736202803, 
0.5899794101715088, 0.0034128001425415277, 0.0, -2.3683050187628396e-07, 0.57696667589782, 0.17309583293975453, 0.14460411392917413, 1762987247848025134, 
0.5899794101715088, 0.0034128001425415277, 0.0, -2.358254391765513e-07, 0.5803366386325319, 0.17586693086531388, 0.1427108980742686, 1762987247944157610, 
0.5899794101715088, 0.0034128001425415277, 0.0, -2.3881301558503765e-07, 0.580002711800005, 0.17652708782790258, 0.13793621020804747, 1762987248040200603, 
0.5933369398117065, 0.003195869503542781, 0.05245758921083335, -0.4368734657764435, 0.5754144458859176, 0.17604045124800374, 0.1298743162735027, 1762987248233368159, 
0.5993143916130066, 0.003061704570427537, 0.051773505728537304, -0.5036517977714539, 0.5875694840975513, 0.18037117212752649, 0.07291080729619637, 1762987248344328562, 
0.6148760914802551, 0.0012403283035382628, 0.0799410270627073, -0.5452746152877808, 0.5982136415556844, 0.17944365231414042, -0.013021970967622696, 1762987248536209420, 
0.6226885914802551, -0.0003663645766209811, 0.07791547898797745, -0.5356054902076721, 0.6079416006068104, 0.18159175975332675, -0.07804620762714623, 1762987248633337313, 
0.6316760182380676, -0.0026343485806137323, 0.08579939223677874, -0.525767982006073, 0.625369036367223, 0.17215517450886123, -0.16065188821021673, 1762987248744161673, 
0.6396594643592834, -0.00520127359777689, 0.0942476946676068, -0.544758677482605, 0.6376688375152018, 0.17408270695647926, -0.23240129867081938, 1762987248840184814, 
